Id,Name,Description,CityId,Owner,CheckInTime,CheckOutTime,NumOfRatings,SumOfRatings,Address,Latitude,Longitude,CreationDate,ModificationDate,DistanceFromCityCenter
9dfb1d02-cd7f-45aa-a6ac-1c992c3f5058,Grand Central Hotel,A luxurious hotel in the heart of the city,080bf84b-7548-4edf-aea1-3eab4ed3e84d,Alexander Johnson,12:00,11:00,0,0,123 Main Street Cityville,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,200
d4e36b24-81ad-4360-86e0-6e2d7340af36,Harbor View Resort,Enjoy stunning views of the harbor from your room,8d83c4ae-7f1d-41b0-b849-886a7f440d5a,Sophia Anderson,14:30,11:30,0,0,456 Waterfront Avenue Portside,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,1500
cf91ec9d-92a6-4bf8-8d9e-2bc24c45a4d4,Sunset Beach Resort,Relax on the sandy beaches and watch the sunset,d8183f16-d87c-45d6-baa5-a8250b6a90be,Emma Davis,16:00,10:30,0,0,789 Coastal Road Beachtown,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,4000
44226e16-6e16-452f-ba80-1a2095f9b582,Skyline Heights Inn,Experience the city lights from the top floor,39efe724-f03c-4800-b9fe-ef0caeeda25c,William Taylor,15:30,12:30,0,0,101 Skyscraper Lane Heightsville,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,1800
82e9852f-76ea-4c3f-ad54-372f596b4a40,Riverside Retreat Hotel,Enjoy the serene views of the nearby river,01e72307-3b1e-4826-ba23-b38429e76e21,Olivia Martinez,14:00,11:00,0,0,222 Riverside Drive River City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,3500
8c63080a-d73e-4367-aca6-c3113754ea35,Mountain View Lodge,Surrounded by majestic mountains and scenic views,0e639a18-298d-4424-838e-4a741b335aee,James Brown,16:30,10:30,0,0,456 Mountain Road Summitville,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,5200
914b111a-f0cd-4d55-8df0-36811337df45,Downtown Boutique Hotel,A chic and trendy hotel in the city center,ff05f830-7028-4da8-9ad5-392ae4754f64,Ava White,15:00,12:00,0,0,789 Fashion Street Trendy Town,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,100
f60b6b5c-2780-487d-8ca8-7ff86e319069,Lakeside Lodge,A peaceful lodge by the lake with scenic views,1cc8a3ca-c9c2-48f4-a90c-e75e911e9bd3,Mia Robinson,14:30,11:30,0,0,123 Lakeview Lane Lakeside,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,480
763677b5-5c5c-480c-96da-94342f07e546,Plush Palace Hotel,Experience luxury at its finest,22d66ba6-89d9-4bc8-86e8-f7ec92faca85,Emma White,15:30,12:30,0,0,456 Royal Street Royalty City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,200
2817f748-049c-4cb0-92d2-80365d793d5a,Sunny Side Resort,Enjoy a bright and sunny retreat,eea2f34b-ee17-4270-8f1d-14d0786901f6,David Smith,14:00,11:00,0,0,789 Sunshine Lane Sunnyville,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,400
02405f5d-c46a-4438-a506-2d649f5d4190,Tranquil Gardens Hotel,Escape to a serene haven surrounded by lush gardens,c3edd562-2049-441e-8460-745386b3e872,Ethan Turner,15:00,12:00,0,0,123 Greenery Lane Garden City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,800
22677b81-c448-4dcb-8251-513a281e3418,Coastal Breeze Inn,Enjoy the refreshing coastal breeze at this charming inn,74100545-c8ae-461e-b461-8ced2ae4fa9c,Aria Sanchez,14:30,11:30,0,0,456 Oceanfront Road Coastal Town,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,1200
da247dfb-542b-4ad1-ac13-97ba1dc77670,Urban Retreat Hotel,Experience tranquility in the midst of the city,da0072e5-adf4-409e-940b-4f1d760f1c37,Gabriel Brown,16:00,10:30,0,0,789 Metropolitan Street Metropolis,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,2500
3f778229-889a-4dfe-9a03-8f41fd09e839,Hidden Gem Lodge,Discover the hidden gem in the heart of nature,3b166668-8bdf-4bc2-85b3-311ede7c2265,Lily Johnson,15:30,12:30,0,0,101 Secluded Lane Nature Retreat,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,3500
01d8bc35-c2bf-48c6-bce8-f10eb7668418,Sky High Tower Hotel,Reach new heights in luxury and comfort,e514bc63-392a-47f4-b052-35c1708f67d9,Lucas Lee,14:00,11:00,0,0,789 Skyline Avenue Tower City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,5000
7872673b-06f8-4dad-8ac7-ff778a01082a,Mountain View Lodge,Enjoy breathtaking views in the heart of the mountains,596fa189-0aed-479c-9453-2192217b1e15,Sophia Martinez,15:00,12:00,0,0,456 Summit Road Mountain Town,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,1500
5a68f434-24e8-46a1-a84e-7b1b775c5dbd,Riverside Retreat,Relax by the river in this peaceful retreat,6c0fde28-a843-4d7f-8908-4883b2d50f9a,Jackson Wilson,14:30,11:30,0,0,789 Riverbank Avenue Riverside City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,1800
c107449f-9968-43df-8a49-abe249a77bf4,Historic Elegance Inn,Step back in time at this charming historic inn,8e1c5a7f-f265-4166-a252-e522cafe8a9b,Olivia Taylor,16:00,10:30,0,0,123 Heritage Lane Old Town,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,2200
db52ddc9-7066-488e-bf0a-e78be17ee768,Lakeside Serenity Hotel,Experience serenity by the lakeside,526e2154-6495-4258-9ef2-4da2690afbcc,Mia Anderson,15:30,12:30,0,0,101 Lakeshore Drive Lakeside City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,2700
c8402250-eb80-4e9f-a71b-86cbb47c8165,Charming Cottage Resort,Escape to a charming cottage in the countryside,2d7cd746-6642-45a2-a153-6a9348cfe501,Noah Garcia,14:00,11:00,0,0,789 Countryside Lane Rural Retreat,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,3200
ced92713-ac45-4671-b79f-264364bf274b,City Lights View Hotel,Enjoy stunning city lights views from your room,3b9da71b-b1c5-4564-99aa-bef56f23c68d,Isabella Smith,15:00,12:00,0,0,456 Cityscape Avenue Urban Center,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,3800
096f432c-ee3f-4283-88ab-4e541d31f48a,Whispering Pines Lodge,Listen to the whispers of the pines in this cozy lodge,8be15a77-3c65-4947-9082-9caa63ba0da9,Elijah Davis,14:30,11:30,0,0,789 Pine Grove Road Pine Forest,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,4200
e972cab3-8fbe-4da0-916a-0f400a7038fe,Seaside Paradise Resort,Experience paradise by the seaside,34ef0fde-1d7a-4c69-b3bf-d7e728ff5382,Ava Brown,16:00,10:30,0,0,123 Oceanview Lane Coastal Paradise,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,4800
96a6a001-3e42-48a5-81aa-71e51f5da843,Majestic Manor Hotel,Step into the lap of luxury at this majestic manor,9d94c1b3-df13-4145-9a6c-3bf251a9079f,Liam Miller,15:30,12:30,0,0,101 Regal Road Majestic City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,5400
8312dcf2-46ce-4646-aea6-7e0724e2a47e,Golden Sands Resort,Relax on the golden sands in this beachfront resort,6f63d250-6bb4-4952-8245-fbf3e7582acd,Emma White,14:00,11:00,0,0,789 Beachfront Avenue Sunny Beach,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,6000
3015b191-f883-4c97-bd52-45c4cc061443,Eternal Elegance Hotel,Experience timeless elegance at this luxurious hotel,d27f74e5-a7e1-4bea-be9e-c7c81c22bcba,David Smith,15:00,12:00,0,0,456 Timeless Lane Elegance City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,1600
b9e658c5-230d-4dcb-90c7-b67db06264b4,Tranquil Waters Inn,Find tranquility by the waters in this peaceful inn,6733de9c-315d-4ee6-9fc4-54e7ffc10ee7,Ethan Turner,14:30,11:30,0,0,789 Waterside Road Lakeside Retreat,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,2000
3edb0d15-5b1c-47a4-a305-c4fa2bb7c894,Serenade Heights Hotel,Enjoy a serenade of luxury and comfort,4d93d8b5-077e-404a-9cd2-d4ccfd7de4ab,Aria Sanchez,16:00,10:30,0,0,123 Melody Lane Symphony City,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,2400
1f2f8584-8cf3-4064-9b53-3d9fb2fe7891,Misty Meadows Resort,Discover the misty beauty of meadows in this resort,3eb7e58d-3734-479d-baad-27a23fd62c38,Gabriel Brown,15:30,12:30,0,0,101 Misty Lane Meadow Retreat,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,2900
6d6be0d3-9eb9-424f-b5f1-4116b3e51d6f,Grand Horizon Hotel,Experience grandeur on the horizon at this hotel,1c628cf0-8c2a-4c2a-8479-fa521dbd3c18,Lily Johnson,14:00,11:00,0,0,789 Horizon Avenue Grand City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,3400
2aa87254-1db1-44c2-8345-8940c0db6be3,Whispering Winds Lodge,Listen to the whispers of the winds in this lodge,3b9da71b-b1c5-4564-99aa-bef56f23c68d,Lucas Lee,15:00,12:00,0,0,456 Windy Road Windy Valley,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,4000
fea5b473-4873-4bff-91f1-eda96b0b14af,Celestial Retreat Hotel,Retreat to celestial comfort and luxury,74100545-c8ae-461e-b461-8ced2ae4fa9c,Sophia Martinez,14:30,11:30,0,0,789 Celestial Lane Heavenly Haven,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,4500
76636304-6ace-46c8-bfd9-3ec303293065,Enchanted Garden Resort,Experience enchantment in the heart of a magical garden,da0072e5-adf4-409e-940b-4f1d760f1c37,Jackson Wilson,16:00,10:30,0,0,123 Enchanted Lane Magic Garden,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,5100
d594ce88-36d3-424a-a077-a8337f88dddb,Golden Valley Inn,Discover the golden beauty of the valley in this inn,39efe724-f03c-4800-b9fe-ef0caeeda25c,Olivia Taylor,15:30,12:30,0,0,101 Golden Road Valley Retreat,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,5700
27800019-e5e2-47b2-9aed-456b458f2f25,Epic Escapes Resort,Embark on epic escapes at this luxurious resort,01e72307-3b1e-4826-ba23-b38429e76e21,Mia Anderson,14:00,11:00,0,0,789 Adventure Avenue Epic City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,6300
2536b731-13c5-4551-a950-bc9df8cce83f,Blissful Bay Hotel,Experience bliss by the bay at this charming hotel,0e639a18-298d-4424-838e-4a741b335aee,Noah Garcia,15:00,12:00,0,0,456 Bayfront Lane Blissful Bay,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,6900
4c22a3d6-a190-4221-a390-1ddb4631beb6,Eternal Sunshine Lodge,Bask in eternal sunshine at this cozy lodge,ff05f830-7028-4da8-9ad5-392ae4754f64,Isabella Smith,14:30,11:30,0,0,789 Sunshine Road Sunny Retreat,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,7500
9f68cf47-1ee8-4a24-ad61-2d41bbae5329,Moonlit Meadows Hotel,Experience romance under the moonlit meadows,1cc8a3ca-c9c2-48f4-a90c-e75e911e9bd3,Ava Brown,16:00,10:30,0,0,123 Moonlit Lane Romantic Meadows,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,8000
560145e4-f351-4449-b361-9bdd89f0a729,Cozy Cabin Retreat,Escape to a cozy cabin for a peaceful retreat,22d66ba6-89d9-4bc8-86e8-f7ec92faca85,Elijah Davis,15:30,12:30,0,0,101 Cabin Road Serene Woods,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,8500
efaacd4c-25e9-4a04-9de1-564601a16d3b,Harbor Haven Hotel,Find haven by the harbor in this luxurious hotel,39efe724-f03c-4800-b9fe-ef0caeeda25c,Aria Sanchez,14:00,11:00,0,0,789 Harborview Avenue Coastal Haven,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,9000
013f6e57-2e66-4780-b02b-24530f0027fe,Tranquil Treetop Retreat,Escape to a serene treetop retreat,3b9da71b-b1c5-4564-99aa-bef56f23c68d,Gabriel Brown,15:30,12:30,0,0,456 Treetop Lane Serenity Forest,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,9500
53ace8ab-823c-45d6-bab4-d1eaf942cd9b,Mountain Majesty Lodge,Experience the majesty of the mountains,74100545-c8ae-461e-b461-8ced2ae4fa9c,Lily Johnson,14:00,11:00,0,0,789 Mountainview Road Majestic Peaks,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,10000
e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,Golden Gate View Hotel,Enjoy breathtaking views of the Golden Gate,da0072e5-adf4-409e-940b-4f1d760f1c37,Lucas Lee,15:00,12:00,0,0,456 Vista Avenue Bayview City,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,10500
0826f59b-55bd-4145-9b3d-672352f6fe26,Sunflower Fields Resort,Surround yourself with the beauty of sunflower fields,3b166668-8bdf-4bc2-85b3-311ede7c2265,Sophia Martinez,14:30,11:30,0,0,789 Sunflower Lane Sunshine Valley,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,11000
b9bd8223-3e17-4c28-90fd-0be610e89278,Urban Oasis Hotel,Discover an oasis in the heart of the city,e514bc63-392a-47f4-b052-35c1708f67d9,Jackson Wilson,16:00,10:30,0,0,123 Oasis Road Metropolitan Oasis,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,11500
103abf57-f4d4-4299-9ae0-9cb1950dad1a,Historic Harborview Inn,Step into history at this harborview inn,596fa189-0aed-479c-9453-2192217b1e15,Ava Brown,15:30,12:30,0,0,101 Historic Lane Harbor Heritage,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,12000
61875cd2-fef1-4a3f-bd4c-e1ac33180fa5,Countryside Cottage Retreat,Escape to a charming cottage in the countryside,6c0fde28-a843-4d7f-8908-4883b2d50f9a,Noah Garcia,14:00,11:00,0,0,789 Countryside Lane Rural Retreat,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,12500
3e8dedd4-03dc-44cd-95fd-1652478c3028,Sunset Serenity Resort,Experience serenity with breathtaking sunset views,8e1c5a7f-f265-4166-a252-e522cafe8a9b,Isabella Smith,15:00,12:00,0,0,456 Sunset Lane Serene Sunset,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,13000
006a50cd-1db1-40ab-85f5-54843be1ac01,Majestic Meadows Hotel,Immerse yourself in the majesty of meadows,526e2154-6495-4258-9ef2-4da2690afbcc,Elijah Davis,14:30,11:30,0,0,789 Majestic Road Meadow Haven,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,13500
c38a848e-04e5-4dbb-8bdd-20b4d4d08ba7,Pacific Paradise Inn,Discover paradise on the Pacific coast,2d7cd746-6642-45a2-a153-6a9348cfe501,Aria Sanchez,16:00,10:30,0,0,123 Pacific Lane Coastal Paradise,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,14000
42aecf96-6718-4491-ad1d-5255e72f1042,Rustic Retreat Lodge,Escape to a rustic lodge for a cozy retreat,74100545-c8ae-461e-b461-8ced2ae4fa9c,Sophia Martinez,15:30,12:30,0,0,456 Rustic Road Cozy Valley,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,14500
b284c6d1-94f5-4a92-97ae-ab9ef5dc8fef,Starlight Sanctuary Hotel,Find sanctuary under the starlight,01e72307-3b1e-4826-ba23-b38429e76e21,Lily Johnson,14:00,11:00,0,0,789 Starlight Avenue Celestial City,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,15000
530ed288-6fd2-44bd-b3f6-27206e60a262,Vibrant View Resort,Experience vibrant views in this luxurious resort,34ef0fde-1d7a-4c69-b3bf-d7e728ff5382,Lucas Lee,15:00,12:00,0,0,456 Vista Lane Scenic Views,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,15500
a97e19fe-1f75-4ed7-9e01-0806f58ae458,Enchanted Escapes Hotel,Embark on enchanted escapes at this magical hotel,3b166668-8bdf-4bc2-85b3-311ede7c2265,Jackson Wilson,14:30,11:30,0,0,789 Enchanted Road Magic Haven,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,16000
71f6858f-ed07-468c-9dce-f38ea0d35ef4,Harmony Haven Inn,Find harmony in the haven of this cozy inn,e514bc63-392a-47f4-b052-35c1708f67d9,Olivia Taylor,16:00,10:30,0,0,123 Harmony Lane Tranquil Haven,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,16500
133f7304-84f4-43e9-b6df-4a2a700eac42,Epic Explorations Lodge,Embark on epic explorations from this lodge,0e639a18-298d-4424-838e-4a741b335aee,Mia Anderson,15:30,12:30,0,0,101 Adventure Road Epic Explorations,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,17000
f25dac1a-45de-48a1-98b6-e13934b6c1c9,Twilight Tranquility Hotel,Experience tranquility under the twilight,ff05f830-7028-4da8-9ad5-392ae4754f64,Noah Garcia,14:00,11:00,0,0,789 Twilight Lane Serene Twilight,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,17500
40213f52-0959-453b-8a4d-58d727d1f60e,Sunny Shores Resort,Enjoy sunny shores in this luxurious resort,01e72307-3b1e-4826-ba23-b38429e76e21,Isabella Smith,15:00,12:00,0,0,456 Shoreline Avenue Coastal Retreat,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,18000
b098f45e-6bca-4563-b87a-3ffa5290c8ad,Mystic Mountain Retreat,Discover mystic beauty in the mountain retreat,01e72307-3b1e-4826-ba23-b38429e76e21,Elijah Davis,14:30,11:30,0,0,789 Mystic Lane Mountain Serenity,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,18500
1c885ce6-afb4-4bf1-8982-fffd82e703b6,Lakeside Luxury Hotel,Indulge in lakeside luxury at this exquisite hotel,0e639a18-298d-4424-838e-4a741b335aee,Aria Sanchez,16:00,10:30,0,0,123 Lakeside Road Luxury Lakeside,36.7783,-119.4179,12/22/2023 21:31:36 +00:00,,19000
831b3f41-978c-4cca-acc5-cc6ebb82a904,Riverside Retreat Inn,Retreat to the riverside for a peaceful escape,080bf84b-7548-4edf-aea1-3eab4ed3e84d,Sophia Martinez,15:30,12:30,0,0,456 Riverside Lane Tranquil Riverside,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,19500
f632c5c1-dacb-4359-a353-a020c422af52,Sunset Serenade Resort,Serenade your senses with sunset views at this resort,8d83c4ae-7f1d-41b0-b849-886a7f440d5a,Lily Johnson,14:00,11:00,0,0,789 Serenade Avenue Sunset Serenity,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,20000
6a1d7d9c-dd4d-46cf-89ae-b75934113c20,Eternal Elegance Hotel,Experience timeless elegance at this luxurious hotel,d8183f16-d87c-45d6-baa5-a8250b6a90be,Lucas Lee,15:00,12:00,0,0,456 Timeless Lane Elegance City,34.0522,-118.2437,12/22/2023 21:31:36 +00:00,,20500
577d689b-fd4b-4b1e-ada8-ac9e8371ab5b,Tranquil Waters Inn,Find tranquility by the waters in this peaceful inn,39efe724-f03c-4800-b9fe-ef0caeeda25c,Jackson Wilson,14:30,11:30,0,0,789 Waterside Road Lakeside Retreat,40.7128,-74.006,12/22/2023 21:31:36 +00:00,,21000
